movie,distributor,gross,percent_change,theaters,per_theater,total_gross,days,date,lc_movie
The Devil Inside,Paramount Pictures,13518,-11,303,45,53100904,34,2012-02-08,the devil inside
The Devil Inside,Paramount Pictures,13859,3,303,46,53114763,35,2012-02-09,the devil inside
The Devil Inside,Paramount Pictures,10461,-25,95,110,53125224,36,2012-02-10,the devil inside
The Devil Inside,Paramount Pictures,16022,53,95,169,53141246,37,2012-02-11,the devil inside
The Devil Inside,Paramount Pictures,8530,-47,95,90,53149776,38,2012-02-12,the devil inside
The Devil Inside,Paramount Pictures,3240,-62,95,34,53153016,39,2012-02-13,the devil inside
The Devil Inside,Paramount Pictures,6788,110,95,71,53159804,40,2012-02-14,the devil inside
The Devil Inside,Paramount Pictures,3412,-50,95,36,53163216,41,2012-02-15,the devil inside
The Devil Inside,Paramount Pictures,3227,-5,95,34,53166443,42,2012-02-16,the devil inside
The Devil Inside,Paramount Pictures,4344,35,34,128,53170787,43,2012-02-17,the devil inside
The Devil Inside,Paramount Pictures,5584,29,34,164,53176371,44,2012-02-18,the devil inside
The Devil Inside,Paramount Pictures,4413,-21,34,130,53180784,45,2012-02-19,the devil inside
The Devil Inside,Paramount Pictures,2442,-45,34,72,53183226,46,2012-02-20,the devil inside
The Devil Inside,Paramount Pictures,1446,-41,34,43,53184672,47,2012-02-21,the devil inside
The Devil Inside,Paramount Pictures,1128,-22,34,33,53185800,48,2012-02-22,the devil inside
The Devil Inside,Paramount Pictures,1076,-5,34,32,53186876,49,2012-02-23,the devil inside
The Devil Inside,Paramount Pictures,2370,120,25,95,53189246,50,2012-02-24,the devil inside
The Devil Inside,Paramount Pictures,2943,24,25,118,53192189,51,2012-02-25,the devil inside
The Devil Inside,Paramount Pictures,1736,-41,25,69,53193925,52,2012-02-26,the devil inside
The Devil Inside,Paramount Pictures,638,-63,25,26,53194563,53,2012-02-27,the devil inside
The Devil Inside,Paramount Pictures,755,18,25,30,53195318,54,2012-02-28,the devil inside
The Devil Inside,Paramount Pictures,688,-9,25,28,53196006,55,2012-02-29,the devil inside
The Devil Inside,Paramount Pictures,545,-21,25,22,53196551,56,2012-03-01,the devil inside
The Devil Inside,Paramount Pictures,1482,172,17,87,53198033,57,2012-03-02,the devil inside
The Devil Inside,Paramount Pictures,2210,49,17,130,53200243,58,2012-03-03,the devil inside
The Devil Inside,Paramount Pictures,1473,-33,17,87,53201716,59,2012-03-04,the devil inside
The Devil Inside,Paramount Pictures,342,-77,17,20,53202058,60,2012-03-05,the devil inside
The Devil Inside,Paramount Pictures,203,-41,17,12,53202261,61,2012-03-06,the devil inside
The Devil Inside,Paramount Pictures,417,105,17,25,53202678,62,2012-03-07,the devil inside
The Devil Inside,Paramount Pictures,843,102,17,50,53203521,63,2012-03-08,the devil inside
The Devil Inside,Paramount Pictures,909,8,10,91,53204430,64,2012-03-09,the devil inside
The Devil Inside,Paramount Pictures,926,2,10,93,53205356,65,2012-03-10,the devil inside
The Devil Inside,Paramount Pictures,404,-56,10,40,53205760,66,2012-03-11,the devil inside
The Devil Inside,Paramount Pictures,162,-60,10,16,53205922,67,2012-03-12,the devil inside
The Devil Inside,Paramount Pictures,199,23,10,20,53206121,68,2012-03-13,the devil inside
The Devil Inside,Paramount Pictures,111,-44,10,11,53206232,69,2012-03-14,the devil inside
The Devil Inside,Paramount Pictures,304,174,10,30,53207537,70,2012-03-15,the devil inside
The Devil Inside,Paramount Pictures,11207,3587,77,146,53218744,71,2012-03-16,the devil inside
The Devil Inside,Paramount Pictures,15388,37,77,200,53234132,72,2012-03-17,the devil inside
The Devil Inside,Paramount Pictures,11924,-23,77,155,53246056,73,2012-03-18,the devil inside
The Devil Inside,Paramount Pictures,4169,-65,77,54,53250225,74,2012-03-19,the devil inside
The Devil Inside,Paramount Pictures,4300,3,77,56,53254525,75,2012-03-20,the devil inside
The Devil Inside,Paramount Pictures,3941,-8,77,51,53258466,76,2012-03-21,the devil inside
The Devil Inside,Paramount Pictures,4479,14,77,58,53262945,77,2012-03-22,the devil inside
The Possession,Lionsgate,6078660,,2816,2159,6078660,1,2012-08-31,the possession
The Possession,Lionsgate,6327200,4,2816,2247,12405860,2,2012-09-01,the possession
The Possession,Lionsgate,5326620,-16,2816,1892,17732480,3,2012-09-02,the possession
The Possession,Lionsgate,3346360,-37,2816,1188,21078840,4,2012-09-03,the possession
The Possession,Lionsgate,1201397,-64,2816,427,22280237,5,2012-09-04,the possession
The Possession,Lionsgate,781159,-35,2816,277,23061396,6,2012-09-05,the possession
The Possession,Lionsgate,787714,1,2816,280,23849110,7,2012-09-06,the possession
The Possession,Lionsgate,2885645,266,2834,1018,26734755,8,2012-09-07,the possession
The Possession,Lionsgate,4423641,53,2834,1561,31158396,9,2012-09-08,the possession
The Possession,Lionsgate,2008186,-55,2834,709,33166582,10,2012-09-09,the possession
The Possession,Lionsgate,554808,-72,2834,196,33721390,11,2012-09-10,the possession
The Possession,Lionsgate,673818,21,2834,238,34395208,12,2012-09-11,the possession
The Possession,Lionsgate,491191,-27,2834,173,34886399,13,2012-09-12,the possession
The Possession,Lionsgate,480713,-2,2834,170,35367112,14,2012-09-13,the possession
The Possession,Lionsgate,1826687,280,2860,639,37193799,15,2012-09-14,the possession
The Possession,Lionsgate,2650159,45,2860,927,39843958,16,2012-09-15,the possession
The Possession,Lionsgate,1289532,-51,2860,451,41133490,17,2012-09-16,the possession
The Possession,Lionsgate,430346,-67,2860,150,41563836,18,2012-09-17,the possession
The Possession,Lionsgate,455246,6,2860,159,42019082,19,2012-09-18,the possession
The Possession,Lionsgate,311494,-32,2860,109,42330576,20,2012-09-19,the possession
The Possession,Lionsgate,319051,2,2860,112,42649627,21,2012-09-20,the possession
The Possession,Lionsgate,808801,154,2598,311,43458428,22,2012-09-21,the possession
The Possession,Lionsgate,1247157,54,2598,480,44705585,23,2012-09-22,the possession
The Possession,Lionsgate,586032,-53,2598,226,45291617,24,2012-09-23,the possession
The Possession,Lionsgate,167245,-71,2598,64,45458862,25,2012-09-24,the possession
The Possession,Lionsgate,225589,35,2598,87,45684451,26,2012-09-25,the possession
The Possession,Lionsgate,190179,-16,2598,73,45874630,27,2012-09-26,the possession
The Possession,Lionsgate,174688,-8,2598,67,46049318,28,2012-09-27,the possession
The Possession,Lionsgate,413468,137,1618,256,46462786,29,2012-09-28,the possession
The Possession,Lionsgate,663811,61,1618,410,47126597,30,2012-09-29,the possession
The Possession,Lionsgate,285125,-57,1618,176,47411722,31,2012-09-30,the possession
The Possession,Lionsgate,87750,-69,1618,54,47499472,32,2012-10-01,the possession
The Possession,Lionsgate,96946,10,1618,60,47596418,33,2012-10-02,the possession
The Possession,Lionsgate,85790,-12,1618,53,47682208,34,2012-10-03,the possession
The Possession,Lionsgate,85675,,1618,53,47767883,35,2012-10-04,the possession
The Possession,Lionsgate,184520,115,821,225,47952403,36,2012-10-05,the possession
The Possession,Lionsgate,285060,54,821,347,48237463,37,2012-10-06,the possession
The Possession,Lionsgate,153920,-46,821,187,48391383,38,2012-10-07,the possession
The Possession,Lionsgate,62059,-60,821,76,48453442,39,2012-10-08,the possession
The Possession,Lionsgate,42559,-31,821,52,48496001,40,2012-10-09,the possession
The Possession,Lionsgate,39095,-8,821,48,48535096,41,2012-10-10,the possession
The Possession,Lionsgate,35928,-8,821,44,48571024,42,2012-10-11,the possession
The Possession,Lionsgate,52003,45,369,141,48623027,43,2012-10-12,the possession
The Possession,Lionsgate,77652,49,369,210,48700679,44,2012-10-13,the possession
The Possession,Lionsgate,31369,-60,369,85,48732048,45,2012-10-14,the possession
The Possession,Lionsgate,10574,-66,369,29,48742622,46,2012-10-15,the possession
The Possession,Lionsgate,10470,-1,369,28,48753092,47,2012-10-16,the possession
The Possession,Lionsgate,11113,6,369,30,48764205,48,2012-10-17,the possession
The Possession,Lionsgate,11124,,369,30,48775329,49,2012-10-18,the possession
The Possession,Lionsgate,18383,65,133,138,48793712,50,2012-10-19,the possession
The Possession,Lionsgate,29347,60,133,221,48823059,51,2012-10-20,the possession
The Possession,Lionsgate,10571,-64,133,79,48833630,52,2012-10-21,the possession
The Possession,Lionsgate,3319,-69,133,25,48836949,53,2012-10-22,the possession
The Possession,Lionsgate,2878,-13,133,22,48839827,54,2012-10-23,the possession
The Possession,Lionsgate,2789,-3,133,21,48842616,55,2012-10-24,the possession
The Possession,Lionsgate,3849,38,133,29,48846465,56,2012-10-25,the possession
The Possession,Lionsgate,12055,213,82,147,48858520,57,2012-10-26,the possession
The Possession,Lionsgate,15445,28,82,188,48873965,58,2012-10-27,the possession
The Possession,Lionsgate,6032,-61,82,74,48879997,59,2012-10-28,the possession
The Possession,Lionsgate,1426,-76,82,17,48881423,60,2012-10-29,the possession
The Possession,Lionsgate,1681,18,82,21,48883104,61,2012-10-30,the possession
The Possession,Lionsgate,2477,47,82,30,48885581,62,2012-10-31,the possession
The Possession,Lionsgate,1937,-22,82,24,48887518,63,2012-11-01,the possession
The Possession,Lionsgate,24191,1149,155,156,48911709,64,2012-11-02,the possession
The Possession,Lionsgate,44434,84,155,287,48956143,65,2012-11-03,the possession
The Possession,Lionsgate,25984,-42,155,168,48982127,66,2012-11-04,the possession
The Possession,Lionsgate,8234,-68,155,53,48990361,67,2012-11-05,the possession
The Possession,Lionsgate,8060,-2,155,52,48998421,68,2012-11-06,the possession
The Possession,Lionsgate,7195,-11,155,46,49005616,69,2012-11-07,the possession
The Possession,Lionsgate,7623,6,155,49,49013239,70,2012-11-08,the possession
The Possession,Lionsgate,15830,108,121,131,49029069,71,2012-11-09,the possession
The Possession,Lionsgate,28889,82,121,239,49057958,72,2012-11-10,the possession
The Possession,Lionsgate,18024,-38,121,149,49075982,73,2012-11-11,the possession
The Possession,Lionsgate,7155,-60,121,59,49083137,74,2012-11-12,the possession
The Possession,Lionsgate,4166,-42,121,34,49087303,75,2012-11-13,the possession
The Possession,Lionsgate,3705,-11,121,31,49091008,76,2012-11-14,the possession
The Possession,Lionsgate,4080,10,121,34,49095088,77,2012-11-15,the possession
The Possession,Lionsgate,7010,72,81,87,49102098,78,2012-11-16,the possession
The Possession,Lionsgate,12178,74,81,150,49114276,79,2012-11-17,the possession
The Possession,Lionsgate,8043,-34,81,99,49122319,80,2012-11-18,the possession
The Possession,Lionsgate,3605,-55,81,45,49125924,81,2012-11-19,the possession
The Possession,Lionsgate,4230,17,81,52,49130154,82,2012-11-20,the possession
Trance,Fox Searchlight,36897,,4,9224,36897,1,2013-04-05,trance
Trance,Fox Searchlight,60206,63,4,15052,97103,2,2013-04-06,trance
Trance,Fox Searchlight,34042,-43,4,8511,131145,3,2013-04-07,trance
Trance,Fox Searchlight,11278,-67,4,2820,142423,4,2013-04-08,trance
Trance,Fox Searchlight,10236,-9,4,2559,152659,5,2013-04-09,trance
Trance,Fox Searchlight,10864,6,4,2716,163523,6,2013-04-10,trance
Trance,Fox Searchlight,11085,2,4,2771,174608,7,2013-04-11,trance
Trance,Fox Searchlight,286571,2485,438,654,461179,8,2013-04-12,trance
Trance,Fox Searchlight,383617,34,438,876,844796,9,2013-04-13,trance
Trance,Fox Searchlight,226420,-41,438,517,1071216,10,2013-04-14,trance
Trance,Fox Searchlight,83806,-63,438,191,1155022,11,2013-04-15,trance
Trance,Fox Searchlight,100644,20,438,230,1255666,12,2013-04-16,trance
Trance,Fox Searchlight,86796,-14,438,198,1342462,13,2013-04-17,trance
Trance,Fox Searchlight,80152,-8,438,183,1422614,14,2013-04-18,trance
Trance,Fox Searchlight,114297,43,443,258,1536911,15,2013-04-19,trance
Trance,Fox Searchlight,182741,60,443,413,1719652,16,2013-04-20,trance
Trance,Fox Searchlight,106744,-42,443,241,1826396,17,2013-04-21,trance
Trance,Fox Searchlight,41209,-61,443,93,1867605,18,2013-04-22,trance
