Released,Title,Genre,ProductionBudget,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office
2005-05-13,Danny the Dog,Action,4.3e+07,24537621,34337348,24500000,49037621
2006-07-07,Pirates of the Caribbean: Dead Man’…,Adventure,2.25e+08,423315812,579716461,642900000,1066215812
2006-12-22,Night at the Museum,Adventure,1.1e+08,250863268,334678226,328583139,579446407
2006-06-09,Cars,Adventure,7e+07,244082982,334263256,217568264,461651246
2006-05-26,X-Men: The Last Stand,Action,2.1e+08,234362462,320951336,224898484,459260946
2006-05-19,The Da Vinci Code,Thriller/Suspense,1.25e+08,217536138,297908267,550284321,767820459
2006-06-28,Superman Returns,Adventure,2.32e+08,200120000,274057459,173965065,374085065
2006-11-17,Happy Feet,Adventure,8.5e+07,198000317,269707368,1.87e+08,385000317
2006-03-31,Ice Age: The Meltdown,Adventure,7.5e+07,195330621,267498568,456568661,651899282
2006-11-17,Casino Royale,Action,1.02e+08,167365000,228301480,427055283,594420283
2006-12-15,The Pursuit of Happyness,Drama,5.5e+07,162586036,218440588,144725057,307311093
2006-05-19,Over the Hedge,Adventure,8e+07,155019340,212293654,188377907,343397247
2006-08-04,Talladega Nights: The Ballad of Ricky…,Comedy,7.3e+07,148213377,202973124,14657148,162870525
2006-06-23,Click,Comedy,82500000,137355633,188103815,100329456,237685089
2006-05-05,Mission: Impossible III,Action,1.5e+08,133501348,182825508,2.64e+08,397501348
2006-10-06,The Departed,Drama,9e+07,132384315,180505902,157276304,289660619
2006-11-03,Borat,Comedy,1.8e+07,128505958,175793701,132937284,261443242
2006-06-30,The Devil Wears Prada,Comedy,3.5e+07,124740460,170827775,201332695,326073155
2006-06-02,The Break-Up,Romantic Comedy,5.2e+07,118703275,162560054,87024032,205727307
2006-12-15,Dreamgirls,Musical,7.5e+07,103365956,137200994,52342739,155708695
2006-04-14,Scary Movie 4,Comedy,4e+07,90710620,124225073,8.8e+07,178710620
2006-03-10,Failure to Launch,Romantic Comedy,5e+07,88715192,121492407,39687709,128402901
2006-03-24,Inside Man,Thriller/Suspense,5e+07,88634237,121381538,97164028,185798265
2006-09-29,Open Season,Adventure,8.5e+07,85105259,116548726,106826899,191932158
2006-11-03,The Santa Clause 3: The Escape Clause,Adventure,0,84500122,115657530,2.3e+07,107500122
2006-12-15,Charlotte's Web,Drama,82500000,82985708,111671055,6.1e+07,143985708
2006-02-10,The Pink Panther,Adventure,8e+07,82226474,112606330,76700000,158926474
2006-02-17,Eight Below,Adventure,4e+07,81612565,111765599,38843429,120455994
2006-10-27,Saw III,Horror,1e+07,80238724,109884168,83638091,163876815
2006-06-16,Nacho Libre,Comedy,3.2e+07,80197993,109828393,19098469,99296462
2006-07-14,"You, Me and Dupree",Comedy,5.4e+07,75802010,103808240,54600000,130402010
2006-12-15,Eragon,Adventure,1e+08,75030163,101528811,174457952,249488115
2006-07-21,Monster House,Adventure,7.5e+07,73661010,100876216,67606360,141267370
2006-08-04,Barnyard: The Original Party Animals,Adventure,5.1e+07,72779000,99668334,45804844,118583844
2006-09-22,Jackass: Number Two,Comedy,1.1e+07,72778712,99667939,12500000,85278712
2006-04-28,R.V.,Adventure,5.5e+07,71724497,98224227,15748527,87473024
2006-03-17,V for Vendetta,Action,5e+07,70511035,96562436,59703127,130214162
2006-08-09,World Trade Center,Drama,6.5e+07,70278893,96244521,93016761,163295654
2006-12-20,Rocky Balboa,Drama,2.4e+07,70269899,94765467,85959151,156229050
2006-01-27,Big Momma's House 2,Comedy,4e+07,70165972,96089887,66881404,137047376
2006-08-11,Step Up,Drama,1.2e+07,65328121,89464609,45661036,110989157
2006-11-03,Flushed Away,Adventure,1.49e+08,64665672,88364780,114691454,179357126
2006-11-22,Déjà Vu,Thriller/Suspense,8e+07,64038616,87536813,1.17e+08,181038616
2006-07-28,Miami Vice,Action,1.35e+08,63478838,86932082,100339718,163818556
2006-12-08,The Holiday,Romantic Comedy,8.5e+07,63280000,85792991,141910324,205190324
2006-02-24,Madea's Family Reunion,Comedy,1e+07,63257940,86629569,62581,63320521
2006-06-16,The Fast and the Furious: Tokyo Drift,Action,8.5e+07,62615510,85749782,95178695,157794205
2006-01-20,Underworld: Evolution,Action,4.5e+07,62318875,85343558,51098887,113417762
2006-03-10,The Shaggy Dog,Comedy,6e+07,61123569,83706623,2.6e+07,87123569
2006-05-12,Poseidon,Adventure,1.6e+08,60674817,83092070,1.21e+08,181674817
2006-12-22,The Good Shepherd,Drama,0,59908565,80410919,4e+07,99908565
2006-07-26,Little Miss Sunshine,Comedy,8e+06,59891098,81992384,40751255,100642353
2006-04-07,The Benchwarmers,Comedy,3.5e+07,59843754,81953957,5219972,65063726
2006-02-10,Curious George,Adventure,5e+07,58640119,80305620,12412485,71052604
2006-07-14,Little Man,Comedy,6.4e+07,58636047,80300050,4.3e+07,101636047
2006-08-25,Invincible,Drama,4e+07,57806952,79164627,694175,58501127
2006-12-08,Blood Diamond,Action,1e+08,57377916,77154872,1.14e+08,171377916
2006-09-30,The Queen,Drama,1.5e+07,56441711,75439655,72444162,128885873
2006-09-29,The Guardian,Action,7e+07,55011732,75336671,39961808,94973540
2006-06-06,The Omen,Horror,2.5e+07,54607383,74782935,64688201,119295584
2006-02-10,Final Destination 3,Horror,2.5e+07,54098051,74085419,58700000,112798051
2006-10-20,The Prestige,Thriller/Suspense,4e+07,53089891,72664355,51317475,104407366
2006-06-16,The Lake House,Drama,4e+07,52330111,71664281,62500000,114830111
2006-01-13,Hoodwinked,Adventure,17500000,51386611,70372197,58456779,109843390
2006-12-08,Apocalypto,Action,4e+07,50866635,69120658,70165637,121032272
2006-02-10,Firewall,Thriller/Suspense,5e+07,48751189,66763073,3.4e+07,82751189
2006-02-17,Date Movie,Comedy,2e+07,48548426,66485398,36597739,85146165
2006-02-03,When a Stranger Calls,Horror,1.5e+07,47860214,65542911,19355221,67215435
2006-01-06,Hostel,Horror,4800000,47326473,64811973,34914637,82241110
2006-01-27,Nanny McPhee,Adventure,2.5e+07,47279279,64747344,81466299,128745578
2006-04-21,Silent Hill,Horror,5e+07,46982632,64341092,47721595,94704227
2006-03-03,Deep Sea 3D,Documentary,0,46264738,60266389,41778182,88042920
2006-12-22,We Are Marshall,Drama,6.5e+07,43545364,58424122,0,43545364
2006-01-13,Glory Road,Drama,3e+07,42647449,58404208,151611,42799060
2006-07-21,Lady in the Water,Drama,7.5e+07,42285169,57908078,30500000,72785169
2006-03-10,The Hills Have Eyes,Horror,1.7e+07,41778863,57214714,28576950,70355813
2006-07-28,John Tucker Must Die,Comedy,0,41011711,56164121,27812815,68824526
2006-11-10,Stranger Than Fiction,Comedy,3e+07,40435190,55374600,13137632,53572822
2006-08-18,The Illusionist,Drama,16500000,39868642,54592263,43923420,83792062
2006-10-06,The Texas Chainsaw Massacre: The Begi…,Horror,1.6e+07,39517763,54118217,1.1e+07,50517763
2006-10-13,The Grudge 2,Horror,2e+07,39143839,53606137,31600000,70743839
2006-09-15,Gridiron Gang,Drama,3e+07,38432823,52632426,3025011,41457834
2006-01-13,Last Holiday,Comedy,4.5e+07,38399961,52587423,4943286,43343247
2006-12-29,El Laberinto del Fauno,Horror,1.6e+07,37634615,49104570,49406954,87041569
2006-12-01,The Nativity Story,Drama,3.5e+07,37629831,51443856,8679813,46309644
2006-10-13,Man of the Year,Comedy,2e+07,37442180,51275776,3900000,41342180
2006-04-14,The Wild,Adventure,8e+07,37384046,51196158,61626621,99010667
2006-03-03,16 Blocks,Action,4.5e+07,36895141,50526620,28700000,65595141
2006-08-18,Accepted,Comedy,0,36580083,50095163,1734720,38314803
2006-04-21,The Sentinel,Thriller/Suspense,6e+07,36280697,49685162,41800000,78080697
2006-12-25,Children of Men,Thriller/Suspense,7.6e+07,35552383,46438318,34292628,69845011
2006-11-22,Deck the Halls,Comedy,5.1e+07,35093569,48037122,11722238,46815807
2006-04-07,Take the Lead,Drama,3e+07,34742066,47578064,30648427,65390493
2006-10-27,Babel,Drama,2e+07,34302837,46025554,97818375,132121212
2006-08-18,Snakes on a Plane,Thriller/Suspense,3.3e+07,34020814,46590332,2.8e+07,62020814
2006-03-17,She's the Man,Romantic Comedy,2.5e+07,33889159,46410035,21390449,55279608
2006-10-20,Flags of Our Fathers,Drama,5.3e+07,33602376,46017293,30055565,63657941
2006-04-28,United 93,Drama,1.8e+07,31567134,43230099,46067901,77635035
2006-10-06,Employee of the Month,Comedy,1e+07,28444855,38954243,9920000,38364855
2006-06-16,Garfield: A Tail of Two Kitties,Adventure,6e+07,28426747,38929450,119558626,147985373
2006-07-28,The Ant Bully,Adventure,4.5e+07,28142535,38540233,21468363,49610898
2007-05-04,Spider-Man 3,Adventure,2.58e+08,336530303,438761163,558329927,894860230
2007-05-17,Shrek the Third,Adventure,1.6e+08,322719944,420755503,484610992,807330936
2007-07-02,Transformers,Action,1.51e+08,319246193,416226496,389026399,708272592
2007-05-24,Pirates of the Caribbean: At World’…,Adventure,3e+08,309420425,403415865,6.54e+08,963420425
2007-07-11,Harry Potter and the Order of the Pho…,Adventure,1.5e+08,292004738,380709665,650939197,942943935
2007-12-14,I am Legend,Horror,1.5e+08,256393010,331541722,329139674,585532684
2007-08-03,The Bourne Ultimatum,Thriller/Suspense,1.3e+08,227471070,296572015,216572326,444043396
2007-12-21,National Treasure: Book of Secrets,Adventure,0,219961501,284106954,237364303,457325804
2007-12-14,Alvin and the Chipmunks,Adventure,5.5e+07,217326974,279876576,145278059,362605033
2007-03-09,300,Action,6e+07,210614939,274595345,243546996,454161935
2007-06-29,Ratatouille,Adventure,1.5e+08,206445654,269159516,420104041,626549695
2007-07-27,The Simpsons Movie,Adventure,72500000,183135014,238767595,343936008,527071022
2007-03-02,Wild Hogs,Comedy,6e+07,168213584,219313343,85341799,253555383
2007-06-01,Knocked Up,Romantic Comedy,27500000,148761765,193952471,70504187,219265952
2007-12-05,Juno,Comedy,7e+06,143495265,180983501,87954837,231450102
2007-08-10,Rush Hour 3,Action,1.8e+08,140125968,182693300,116459914,256585882
2007-06-27,Live Free or Die Hard,Action,1.1e+08,134529403,175396617,247758744,382288147
2007-06-15,Fantastic Four: Rise of the Silver Su…,Action,1.2e+08,131921738,171996799,157558953,289480691
2007-11-02,American Gangster,Drama,1e+08,130164645,169650704,137820811,267985456
2007-11-21,Enchanted,Romantic Comedy,8.5e+07,127706877,166071952,212677264,340384141
2007-11-02,Bee Movie,Adventure,1.5e+08,126631277,164984107,160963300,287594577
2007-08-17,Superbad,Comedy,17500000,121463226,158361206,48491916,169955142
2007-07-20,I Now Pronounce You Chuck and Larry,Comedy,8.5e+07,119725280,156095312,65983182,185708462
2007-07-20,Hairspray,Musical,7.5e+07,118871849,154982628,84163723,203035572
2007-03-30,Blades of Glory,Comedy,6.1e+07,118594548,154621084,2.7e+07,145594548
2007-06-08,Ocean's Thirteen,Adventure,8.5e+07,117144465,152730495,194600000,311744465
2007-02-16,Ghost Rider,Action,1.2e+08,115802596,150980995,113742993,229545589
2007-06-22,Evan Almighty,Comedy,1.75e+08,100289690,130755591,73841639,174131329
2007-03-30,Meet the Robinsons,Adventure,0,97822171,127538492,72730548,170552719
2007-02-09,Norbit,Comedy,0,95673607,124737242,63300000,158973607
2007-12-25,The Bucket List,Comedy,4.5e+07,93466502,116815897,81340943,174807445
2007-09-28,The Game Plan,Comedy,2.2e+07,90648202,118121768,55942785,146590987
2007-11-16,Beowulf,Adventure,1.5e+08,82280579,107217109,112800000,195080579
2007-02-16,Bridge to Terabithia,Drama,2.5e+07,82234139,107215145,55750649,137984788
2007-04-13,Disturbia,Thriller/Suspense,2e+07,80818974,105370079,37718653,118537627
2007-11-09,No Country for Old Men,Action,2.5e+07,74273505,95228453,89762248,164035753
2007-11-09,Fred Claus,Comedy,0,72006777,93847737,25830861,97837638
2007-06-22,1408,Horror,22500000,71985628,93853352,59277742,131263370
2007-12-07,The Golden Compass,Adventure,2.05e+08,70107728,91162935,297154830,367262558
2007-12-21,Charlie Wilson's War,Drama,7.5e+07,66661095,85551761,52851676,119512771
2007-10-26,Saw IV,Horror,1e+07,63300095,82529337,72459599,135759694
2007-01-12,Stomp the Yard,Drama,1.4e+07,61356221,79994953,14169497,75525718
2007-06-08,Surf's Up,Adventure,1e+08,58867694,76750460,86528051,145395745
2007-08-31,Halloween,Horror,1.5e+07,58269151,75970096,19245250,77514401
2007-10-12,Why Did I Get Married?,Romantic Comedy,1.5e+07,55204525,71974500,729653,55934178
2007-03-23,TMNT,Action,3.5e+07,54149098,70598457,41946920,96096018
2007-12-21,P.S. I Love You,Romantic Comedy,3e+07,53695808,68602318,102073870,155769678
2007-09-07,3:10 to Yuma,Western,4.8e+07,53606916,69891567,17564909,71171825
2007-12-21,Sweeney Todd: The Demon Barber of Fle…,Musical,0,52898073,67753236,100431771,153329844
2007-12-07,Atonement,Drama,3e+07,50980159,64733198,78799569,129779728
2007-09-21,Resident Evil: Extinction,Action,4.5e+07,50648679,66034682,95514241,146162920
2007-02-14,Music and Lyrics,Romantic Comedy,4e+07,50572589,65935483,95624296,146196885
2007-04-04,Are We Done Yet?,Comedy,0,49662533,64748967,8725535,58388068
2007-11-21,This Christmas,Drama,1.3e+07,49121934,64044141,611611,49733545
2007-10-05,Michael Clayton,Drama,21500000,49033882,63391869,43953769,92987651
2007-03-16,Premonition,Thriller/Suspense,2e+07,47852604,62389220,33608739,81461343
2007-10-26,Dan in Real Life,Romantic Comedy,0,47642963,62087972,18026038,65669001
2007-09-28,The Kingdom,Action,72500000,47467250,61886802,39042352,86509602
2007-03-23,Shooter,Thriller/Suspense,6e+07,47003582,61282278,48534978,95538560
2007-07-03,License to Wed,Romantic Comedy,3.5e+07,43799818,57105280,26387270,70187088
2007-08-03,Underdog,Adventure,0,43760605,57054160,21272723,65033328
2007-07-27,No Reservations,Romantic Comedy,2.8e+07,43107979,56203275,48835977,91943956
2007-02-02,Because I Said So,Comedy,3.9e+07,42674040,55637519,26864793,69538833
2007-12-25,Aliens vs. Predator - Requiem,Action,4e+07,41797066,53877928,87087428,128884494
2007-12-25,The Water Horse: Legend of the Deep,Drama,4e+07,40412817,52166990,63016938,103429755
2007-12-26,There Will Be Blood,Drama,2.5e+07,40222514,50273388,36986197,77208711
2007-01-26,Epic Movie,Comedy,2e+07,39739367,51811348,47119211,86858578
2007-11-21,Hitman,Action,2.4e+07,39687694,51720078,59447877,99135571
2007-10-19,30 Days of Night,Horror,3e+07,39568996,51589224,40707160,80276156
2007-04-20,Fracture,Thriller/Suspense,0,39004700,50853504,50200000,89204700
2007-08-10,Stardust,Adventure,7e+07,38634938,50371421,98387307,137022245
2007-09-14,The Brave One,Drama,7e+07,36793804,47970986,32998900,69792704
2007-10-05,The Heartbreak Kid,Romantic Comedy,0,36787257,47962455,90981533,127768790
2007-01-05,Freedom Writers,Drama,2.1e+07,36605602,47725612,7027007,43632609
2007-01-26,Smokin' Aces,Comedy,1.7e+07,35662731,46496318,21600709,57263440
2007-02-02,The Messengers,Horror,1.6e+07,35374833,46120959,18400000,53774833
2007-02-23,The Number 23,Thriller/Suspense,3.2e+07,35193167,45884106,42400000,77593167
2007-09-21,Good Luck Chuck,Romantic Comedy,2.5e+07,35017297,45654815,24166524,59183821
2007-08-24,Mr. Bean’s Holiday,Adventure,2.5e+07,33302167,43418666,201679175,234981342
2007-03-02,Zodiac,Thriller/Suspense,8.5e+07,33080084,43129114,5e+07,83080084
2007-02-16,Breach,Thriller/Suspense,0,33000880,43025852,1457899,34458779
2007-08-29,Balls of Fury,Comedy,0,32886940,42877300,8893086,41780026
2007-11-16,Mr. Magorium's Wonder Emporium,Comedy,0,32061555,41748649,36130088,68191643
2007-11-21,August Rush,Drama,2.5e+07,31664162,41201856,34351707,66015869
2007-02-14,Daddy's Little Girls,Romantic Comedy,0,31366978,40895602,242265,31609243
2007-12-25,The Great Debaters,Drama,1.5e+07,30226144,38960836,35149,30261293
2007-05-11,28 Weeks Later,Horror,1.5e+07,28638916,37338818,35593798,64232714
2007-10-12,We Own the Night,Drama,2.8e+07,28563179,37240067,26744678,55307857
2007-06-01,Mr. Brooks,Thriller/Suspense,0,28476219,37126695,17512793,45989012
2007-02-09,Hannibal Rising,Thriller/Suspense,5e+07,27669725,36075205,52913586,80583311
2007-08-24,The Nanny Diaries,Comedy,0,25926673,33802647,20064522,45991195
2007-09-14,Mr. Woodcock,Comedy,0,25799486,33636827,7235759,33035245
2007-11-21,The Mist,Horror,1.3e+07,25593755,33354541,31595653,57189408
2007-06-15,Nancy Drew,Thriller/Suspense,2e+07,25584685,33356775,5119160,30703845
2007-04-05,The Reaping,Horror,4e+07,25126214,32759023,37100000,62226214
2007-04-06,Grindhouse,Horror,5.3e+07,25031037,32634941,25156752,50187789
2007-06-22,Sicko,Documentary,9e+06,24538513,31992797,11997324,36535837
2007-09-14,Across the Universe,Musical,4.5e+07,24343673,31738766,5023470,29367143
2007-04-13,Perfect Stranger,Thriller/Suspense,0,23760822,30978855,38765566,62526388
2007-10-05,Sea Monsters: A Prehistoric Adventure,Documentary,0,23746066,29765501,26982097,50728163
2008-07-18,The Dark Knight,Action,1.85e+08,533345358,666185359,468275260,1001620618
2008-05-02,Iron Man,Adventure,1.86e+08,318604126,398011700,266567421,585171547
2008-05-22,Indiana Jones and the Kingdom of the …,Adventure,1.85e+08,317101119,396155574,469534294,786635413
2008-07-01,Hancock,Action,1.5e+08,227946274,284774097,396287998,624234272
2008-06-27,WALL-E,Adventure,1.8e+08,223808164,279604283,308699861,532508025
2008-06-06,Kung Fu Panda,Adventure,1.3e+08,215434591,269143217,416475940,631910531
2008-11-21,Twilight,Drama,3.7e+07,192769854,239983362,209510305,402280159
2008-11-07,Madagascar: Escape 2 Africa,Adventure,1.5e+08,180174880,224924795,419505894,599680774
2008-11-14,Quantum of Solace,Action,2.3e+08,169368427,211456762,422323651,591692078
2008-03-14,Horton Hears a Who,Adventure,8.5e+07,154529439,193054188,144948447,299477886
2008-05-30,Sex and the City,Comedy,57500000,152647258,190702774,262600000,415247258
2008-12-12,Gran Torino,Drama,2.5e+07,148095302,177645450,126447783,274543085
2008-07-18,Mamma Mia!,Musical,5.2e+07,144130063,180062210,471618709,615748772
2008-12-25,Marley & Me,Comedy,6e+07,143153751,176897469,104658260,247812011
2008-05-16,The Chronicles of Narnia: Prince Caspian,Adventure,2.25e+08,141621490,176928236,275719798,417341288
2008-11-12,Slumdog Millionaire,Drama,1.4e+07,141330703,170560083,243199737,384530440
2008-06-13,The Incredible Hulk,Adventure,137500000,134806913,168414764,130766946,265573859
2008-06-27,Wanted,Action,7.5e+07,134508551,168042016,207907909,342416460
2008-06-20,Get Smart,Comedy,8e+07,130319208,162808263,96420208,226739416
2008-12-25,The Curious Case of Benjamin Button,Drama,1.6e+08,127509326,156727975,202122632,329631958
2008-11-26,Four Christmases,Comedy,8e+07,120146040,149994609,48165518,168311558
2008-11-21,Bolt,Adventure,1.5e+08,114053579,142267070,213961450,328015029
2008-08-13,Tropic Thunder,Comedy,9e+07,110515313,138067182,80629943,191145256
2008-12-25,Bedtime Stories,Adventure,8e+07,110101975,136241509,111366960,221468935
2008-08-01,The Mummy: Tomb of the Dragon Emperor,Adventure,1.75e+08,102491776,128043350,303268449,405760225
2008-07-11,Journey to the Center of the Earth,Adventure,4.5e+07,101704370,127059637,141476567,243180937
2008-09-26,Eagle Eye,Thriller/Suspense,8e+07,101440743,126728205,79144516,180585259
2008-07-25,Step Brothers,Comedy,6.5e+07,100468793,125516026,2.8e+07,128468793
2008-06-06,You Don't Mess With the Zohan,Comedy,9e+07,100018837,124953894,102892154,202910991
2008-12-19,Yes Man,Comedy,5e+07,97690976,121076432,128300000,225990976
2008-03-07,"10,000 B.C.",Adventure,1.05e+08,94784201,118414244,174281477,269065678
2008-10-03,Beverly Hills Chihuahua,Adventure,2e+07,94514402,118037988,59703766,154218168
2008-10-24,High School Musical 3: Senior Year,Musical,1.1e+07,90559416,113118338,183833464,274392880
2008-08-06,Pineapple Express,Comedy,2.6e+07,87341380,109115897,15062639,102404019
2008-12-25,Valkyrie,Thriller/Suspense,9e+07,83107829,102634300,120824345,203932174
2008-03-28,21,Thriller/Suspense,3.5e+07,81159365,101392682,78687064,159846429
2008-05-09,What Happens in Vegas...,Romantic Comedy,3.5e+07,80277646,100291157,138258062,218535708
2008-02-14,Jumper,Adventure,82500000,80172128,100159334,142468684,222640812
2008-01-18,Cloverfield,Action,2.5e+07,80048433,100004799,91253793,171302226
2008-12-12,The Day the Earth Stood Still,Adventure,8e+07,79366978,98889989,153700000,233066978
2008-01-18,27 Dresses,Romantic Comedy,3e+07,76808654,95957328,83439151,160247805
2008-07-11,Hellboy II: The Golden Army,Action,82500000,75986503,94930210,84401560,160388063
2008-02-22,Vantage Point,Thriller/Suspense,4e+07,72266306,90282557,78620023,150886329
2008-02-14,The Spiderwick Chronicles,Adventure,92500000,71195053,88944242,91644614,162839667
2008-02-08,Fool's Gold,Adventure,72500000,70231041,87739894,39131925,109362966
2008-12-19,Seven Pounds,Drama,5.4e+07,69951824,86868449,96665504,166617328
2008-11-07,Role Models,Comedy,2.8e+07,67300955,84047483,27199871,94500826
2008-02-01,Hannah Montana/Miley Cyrus: Best of B…,Concert/Performance,6500000,65281781,81556765,5430318,70712099
2008-06-13,The Happening,Thriller/Suspense,6e+07,64506874,80588669,98271510,162778384
2008-04-18,Forgetting Sarah Marshall,Comedy,3e+07,63172463,78921585,42000579,105173042
2008-04-25,Baby Mama,Comedy,3e+07,60494212,75575641,3676235,64170447
2008-09-12,Burn After Reading,Black Comedy,3.7e+07,60355347,75402152,107812451,168167798
2008-02-14,Step Up 2 the Streets,Drama,17500000,58017783,72481825,90569127,148586910
2008-10-24,Saw V,Horror,10800000,56746769,70893947,61463009,118209778
2008-05-30,The Strangers,Thriller/Suspense,9e+06,52597610,65710381,30454066,83051676
2008-04-18,The Forbidden Kingdom,Action,5.5e+07,52075270,65057822,7.7e+07,129075270
2008-12-19,The Tale of Despereaux,Adventure,6e+07,50877145,63176392,39605172,90482317
2008-11-26,Australia,Drama,1.3e+08,49554002,61755158,165526808,215080810
2008-08-22,The House Bunny,Comedy,2.5e+07,48237389,60263142,23153212,71390601
2008-04-04,Nim's Island,Adventure,3.7e+07,48006762,59975026,53850663,101857425
2008-05-02,Made of Honor,Romantic Comedy,4e+07,46012734,57483868,60536004,106548738
2008-03-07,College Road Trip,Adventure,0,45610425,56981270,5263498,50873923
2008-08-06,The Sisterhood of the Traveling Pants 2,Adventure,2.7e+07,44089964,55081756,180167,44270131
2008-05-09,Speed Racer,Action,1.2e+08,43945766,54901603,49448696,93394462
2008-04-11,Prom Night,Horror,1.8e+07,43869350,54806135,13324305,57193655
2008-01-25,Rambo,Action,47500000,42754105,53412861,69460426,112214531
2008-02-08,Welcome Home Roscoe Jenkins,Comedy,27500000,42436517,53016091,1171110,43607627
2008-03-21,Meet the Browns,Comedy,2e+07,41975388,52440001,0,41975388
2008-09-26,Nights in Rodanthe,Drama,0,41850659,52281609,37500000,79350659
2008-10-17,Max Payne,Action,3.5e+07,40689393,50832757,45074495,85763888
2008-09-12,Righteous Kill,Thriller/Suspense,6e+07,40081410,50073850,38400000,78481410
2008-10-10,Body of Lies,Thriller/Suspense,67500000,39394666,49211671,79161864,118556530
2008-09-19,Lakeview Terrace,Thriller/Suspense,2e+07,39263506,49052032,5557793,44821299
2008-01-25,Meet the Spartans,Comedy,3e+07,38233676,47765474,46413155,84646831
2008-04-25,Harold & Kumar Escape from Guantanamo…,Comedy,1.2e+07,38108728,47609369,5244389,43353117
2008-01-11,First Sunday,Comedy,0,37931869,47388420,181539,38113408
2008-10-17,The Secret Life of Bees,Drama,1.1e+07,37780486,47185689,2213861,39994347
2008-09-12,The Family That Preys,Comedy,0,37105289,46355776,0,37105289
2008-08-22,Death Race,Action,6.5e+07,36316032,45369749,36200787,72516819
2008-10-24,Changeling,Thriller/Suspense,5.5e+07,35739802,44648130,78065778,113805580
2008-08-15,Star Wars: The Clone Wars,Adventure,8500000,35161554,43927453,33533889,68695443
2008-12-10,The Reader,Drama,32500000,34194407,41085919,78770468,112964875
2008-02-29,Semi-Pro,Comedy,5.5e+07,33479698,41826312,10500665,43980363
2008-09-26,Fireproof,Drama,5e+05,33456317,41786440,16980,33473297
2008-12-12,Doubt,Drama,2e+07,33446470,40999044,19744631,53191101
2008-03-21,Drillbit Taylor,Comedy,4e+07,32862104,41054748,16824159,49686263
2008-02-14,"Definitely, Maybe",Romantic Comedy,7e+06,32241649,40279606,23376217,55617866
2008-06-20,The Love Guru,Comedy,6.2e+07,32235793,40272295,7923224,40159017
2008-11-26,Milk,Drama,2e+07,31841299,38996770,25452072,57293371
2008-11-26,Transporter 3,Action,4e+07,31715062,39621746,75520530,107235592
2008-10-10,Quarantine,Horror,1.2e+07,31691811,39592692,10232963,41924774
2008-10-03,Nick and Norah's Infinite Playlist,Drama,1e+07,31487293,39337182,2398724,33886017
2008-10-31,Zack and Miri Make a Porno,Comedy,2.4e+07,31457946,39292143,5398360,36856306
2008-02-01,The Eye,Thriller/Suspense,1.2e+07,31418697,39251491,26159068,57577765
2008-04-04,Leatherheads,Romantic Comedy,5.8e+07,31373938,39195572,9974690,41348628
2008-08-15,Mirrors,Horror,3.5e+07,30691439,38342929,46529157,77220596
2008-07-18,Space Chimps,Adventure,3.7e+07,30105968,37611497,36923988,67029956
2008-03-07,The Bank Job,Thriller/Suspense,2e+07,30060660,37554887,36082345,66143005
2008-01-25,Untraceable,Thriller/Suspense,3.5e+07,28687835,35839814,23962116,52649951
2008-09-12,The Women,Comedy,1.6e+07,26902075,33608859,23201733,50103808
2009-12-18,Avatar,Action,4.25e+08,760507625,885423811,2015837654,2776345279
2009-06-24,Transformers: Revenge of the Fallen,Action,2.1e+08,402111870,480925797,434407829,836519699
2009-07-15,Harry Potter and the Half-Blood Prince,Adventure,2.5e+08,301959197,361143197,633124489,935083686
2009-11-20,The Twilight Saga: New Moon,Drama,5e+07,296623634,354249375,390934093,687557727
2009-05-29,Up,Adventure,1.75e+08,293004164,350432981,438459213,731463377
2009-06-05,The Hangover,Comedy,3.5e+07,277322503,331677716,188441583,465764086
2009-05-08,Star Trek,Adventure,1.4e+08,257730019,308245107,127950427,385680446
2009-11-20,The Blind Side,Drama,3.5e+07,255959475,303320415,49746319,305705794
2009-12-23,Alvin and the Chipmunks: The Squeakquel,Adventure,7e+07,219614612,258893405,223868601,443483213
2009-12-25,Sherlock Holmes,Adventure,9e+07,209028679,245841535,289409533,498438212
2009-03-27,Monsters vs. Aliens,Adventure,1.75e+08,198351526,237228424,183335854,381687380
2009-07-01,Ice Age: Dawn of the Dinosaurs,Adventure,9e+07,196573705,235102148,663128152,859701857
2009-05-01,X-Men Origins: Wolverine,Action,1.5e+08,179883157,215140256,194942603,374825760
2009-05-22,Night at the Museum: Battle of the Sm…,Adventure,1.5e+08,177243721,211983489,224987342,402231063
2009-11-13,2012,Action,2e+08,166112167,198512307,622296372,788408539
2009-06-19,The Proposal,Romantic Comedy,4e+07,163958031,196093807,150751686,314709717
2009-04-03,Fast & Furious,Action,8.5e+07,155064265,185456858,2.08e+08,363064265
2009-08-07,G.I. Joe: The Rise of Cobra,Action,1.75e+08,150201498,179640988,152267519,302469017
2009-01-16,Paul Blart: Mall Cop,Adventure,2.6e+07,146336178,175018065,39568572,185904750
2009-01-30,Taken,Thriller/Suspense,2.5e+07,145000989,173421181,81940596,226941585
2009-11-06,Disney’s A Christmas Carol,Drama,1.9e+08,137855863,164851261,177853834,315709697
2009-05-15,Angels & Demons,Thriller/Suspense,1.5e+08,133375846,159517511,357500000,490875846
2009-05-21,Terminator Salvation,Action,2e+08,125322469,149885677,240169323,365491792
